Epoch: 0 | loss:1.01 | acc:0.4249 | prec0:0.4436 | prec1:0.3924 | prec2:0.6262 | recall0:0.3702  | recall1:0.7605 | recall2:0.1460
Epoch: 1 | loss:0.98 | acc:0.4864 | prec0:0.4605 | prec1:0.4681 | prec2:0.5418 | recall0:0.5478  | recall1:0.4433 | recall2:0.4685
Epoch: 2 | loss:0.94 | acc:0.5145 | prec0:0.4675 | prec1:0.5218 | prec2:0.5817 | recall0:0.6539  | recall1:0.3690 | recall2:0.5210
Epoch: 3 | loss:0.83 | acc:0.5392 | prec0:0.5592 | prec1:0.5164 | prec2:0.5449 | recall0:0.4959  | recall1:0.5428 | recall2:0.5784
Epoch: 4 | loss:1.00 | acc:0.5438 | prec0:0.5453 | prec1:0.5131 | prec2:0.5795 | recall0:0.4955  | recall1:0.5901 | recall2:0.5456
Epoch: 5 | loss:0.66 | acc:0.5772 | prec0:0.5260 | prec1:0.6025 | prec2:0.6244 | recall0:0.6648  | recall1:0.4887 | recall2:0.5784
Epoch: 6 | loss:0.67 | acc:0.5791 | prec0:0.5606 | prec1:0.5725 | prec2:0.6045 | recall0:0.5816  | recall1:0.5514 | recall2:0.6041
Epoch: 7 | loss:0.33 | acc:0.5755 | prec0:0.5312 | prec1:0.5970 | prec2:0.6200 | recall0:0.6945  | recall1:0.4666 | recall2:0.5657
Epoch: 8 | loss:0.25 | acc:0.5809 | prec0:0.5335 | prec1:0.5721 | prec2:0.6654 | recall0:0.6911  | recall1:0.5135 | recall2:0.5385
Epoch: 9 | loss:0.87 | acc:0.5795 | prec0:0.5867 | prec1:0.5729 | prec2:0.5792 | recall0:0.5523  | recall1:0.5593 | recall2:0.6264
Epoch:10 | loss:0.28 | acc:0.5866 | prec0:0.5492 | prec1:0.5666 | prec2:0.6788 | recall0:0.6576  | recall1:0.6167 | recall2:0.4864
Epoch:11 | loss:0.24 | acc:0.5856 | prec0:0.5418 | prec1:0.6087 | prec2:0.6236 | recall0:0.6776  | recall1:0.4951 | recall2:0.5844
Epoch:12 | loss:0.28 | acc:0.6027 | prec0:0.5623 | prec1:0.6083 | prec2:0.6505 | recall0:0.6685  | recall1:0.5619 | recall2:0.5780
Epoch:13 | loss:0.19 | acc:0.6017 | prec0:0.5733 | prec1:0.5816 | prec2:0.6614 | recall0:0.6618  | recall1:0.5683 | recall2:0.5754
