Epoch: 0 | loss:1.10 | acc:0.3714 | prec0:0.3652 | prec1:0.3628 | prec2:0.4368 | recall0:0.7358  | recall1:0.2473 | recall2:0.1262
Epoch: 1 | loss:1.15 | acc:0.4000 | prec0:0.3807 | prec1:0.4058 | prec2:0.4401 | recall0:0.6226  | recall1:0.2644 | recall2:0.3113
Epoch: 2 | loss:0.85 | acc:0.3927 | prec0:0.4328 | prec1:0.3699 | prec2:0.4456 | recall0:0.2013  | recall1:0.7412 | recall2:0.2319
Epoch: 3 | loss:0.83 | acc:0.4050 | prec0:0.4004 | prec1:0.3859 | prec2:0.4448 | recall0:0.5199  | recall1:0.3987 | recall2:0.2942
Epoch: 4 | loss:0.84 | acc:0.3983 | prec0:0.4003 | prec1:0.3814 | prec2:0.4369 | recall0:0.4328  | recall1:0.5192 | recall2:0.2395
Epoch: 5 | loss:0.43 | acc:0.4046 | prec0:0.3934 | prec1:0.3863 | prec2:0.5049 | recall0:0.5430  | recall1:0.4716 | recall2:0.1950
Epoch: 6 | loss:0.19 | acc:0.3990 | prec0:0.4291 | prec1:0.3765 | prec2:0.4234 | recall0:0.2039  | recall1:0.6051 | recall2:0.3877
Epoch: 7 | loss:0.17 | acc:0.3985 | prec0:0.4150 | prec1:0.3776 | prec2:0.4261 | recall0:0.2869  | recall1:0.5794 | recall2:0.3276
Epoch: 8 | loss:0.23 | acc:0.4166 | prec0:0.4177 | prec1:0.3954 | prec2:0.4460 | recall0:0.4127  | recall1:0.4645 | recall2:0.3717
Epoch: 9 | loss:0.18 | acc:0.4153 | prec0:0.4033 | prec1:0.4080 | prec2:0.4417 | recall0:0.4648  | recall1:0.4173 | recall2:0.3626
Epoch:10 | loss:0.41 | acc:0.4093 | prec0:0.4288 | prec1:0.3841 | prec2:0.4366 | recall0:0.3070  | recall1:0.5549 | recall2:0.3649
Epoch:11 | loss:0.13 | acc:0.4176 | prec0:0.4218 | prec1:0.3966 | prec2:0.4439 | recall0:0.3703  | recall1:0.4927 | recall2:0.3892
Epoch:12 | loss:0.04 | acc:0.4153 | prec0:0.4035 | prec1:0.4161 | prec2:0.4276 | recall0:0.4700  | recall1:0.3142 | recall2:0.4626
Epoch:13 | loss:0.03 | acc:0.4194 | prec0:0.4160 | prec1:0.4026 | prec2:0.4444 | recall0:0.4258  | recall1:0.4381 | recall2:0.3938
Epoch:14 | loss:0.08 | acc:0.4061 | prec0:0.3939 | prec1:0.4301 | prec2:0.4071 | recall0:0.5039  | recall1:0.2618 | recall2:0.4538
Epoch:15 | loss:0.04 | acc:0.4224 | prec0:0.4386 | prec1:0.4120 | prec2:0.4206 | recall0:0.3483  | recall1:0.4318 | recall2:0.4884
Epoch:16 | loss:0.10 | acc:0.4220 | prec0:0.4497 | prec1:0.4153 | prec2:0.4155 | recall0:0.2579  | recall1:0.4611 | recall2:0.5496
Epoch:17 | loss:0.10 | acc:0.4161 | prec0:0.4115 | prec1:0.4264 | prec2:0.4125 | recall0:0.4120  | recall1:0.3600 | recall2:0.4778
Epoch:18 | loss:0.01 | acc:0.4156 | prec0:0.4535 | prec1:0.3886 | prec2:0.4401 | recall0:0.2415  | recall1:0.6039 | recall2:0.4010
Epoch:19 | loss:0.43 | acc:0.4135 | prec0:0.4023 | prec1:0.4126 | prec2:0.4312 | recall0:0.4927  | recall1:0.3845 | recall2:0.3622
Epoch:20 | loss:0.14 | acc:0.4254 | prec0:0.4253 | prec1:0.4198 | prec2:0.4300 | recall0:0.4071  | recall1:0.3823 | recall2:0.4880
Epoch:21 | loss:0.14 | acc:0.4275 | prec0:0.4222 | prec1:0.4324 | prec2:0.4291 | recall0:0.4444  | recall1:0.3340 | recall2:0.5059
Epoch:22 | loss:0.16 | acc:0.4283 | prec0:0.4193 | prec1:0.4200 | prec2:0.4471 | recall0:0.4421  | recall1:0.4169 | recall2:0.4257
Epoch:23 | loss:0.02 | acc:0.4221 | prec0:0.4296 | prec1:0.4220 | prec2:0.4162 | recall0:0.3919  | recall1:0.3983 | recall2:0.4774
Epoch:24 | loss:0.03 | acc:0.4245 | prec0:0.4537 | prec1:0.4183 | prec2:0.4141 | recall0:0.3082  | recall1:0.4150 | recall2:0.5530
Epoch:25 | loss:0.03 | acc:0.4195 | prec0:0.4571 | prec1:0.4301 | prec2:0.3988 | recall0:0.2758  | recall1:0.3630 | recall2:0.6241
Epoch:26 | loss:0.03 | acc:0.4080 | prec0:0.4205 | prec1:0.3884 | prec2:0.4615 | recall0:0.3733  | recall1:0.6527 | recall2:0.1935
Epoch:27 | loss:0.11 | acc:0.4211 | prec0:0.4259 | prec1:0.4149 | prec2:0.4249 | recall0:0.3294  | recall1:0.4939 | recall2:0.4405
Epoch:28 | loss:0.16 | acc:0.4178 | prec0:0.4548 | prec1:0.3985 | prec2:0.4235 | recall0:0.2605  | recall1:0.5582 | recall2:0.4348
Epoch:29 | loss:0.05 | acc:0.4295 | prec0:0.4230 | prec1:0.4407 | prec2:0.4276 | recall0:0.4540  | recall1:0.3552 | recall2:0.4804
Epoch:30 | loss:0.04 | acc:0.4160 | prec0:0.4151 | prec1:0.3991 | prec2:0.4447 | recall0:0.4313  | recall1:0.4786 | recall2:0.3364
Epoch:31 | loss:0.01 | acc:0.4101 | prec0:0.3872 | prec1:0.4237 | prec2:0.4586 | recall0:0.6338  | recall1:0.3343 | recall2:0.2592
Epoch:32 | loss:0.18 | acc:0.4180 | prec0:0.4419 | prec1:0.4305 | prec2:0.3976 | recall0:0.3495  | recall1:0.3366 | recall2:0.5713
Epoch:33 | loss:0.06 | acc:0.4249 | prec0:0.4119 | prec1:0.4258 | prec2:0.4400 | recall0:0.4656  | recall1:0.3979 | recall2:0.4109
Epoch:34 | loss:0.09 | acc:0.4218 | prec0:0.4136 | prec1:0.4105 | prec2:0.4507 | recall0:0.4853  | recall1:0.4358 | recall2:0.3425
Epoch:35 | loss:0.06 | acc:0.4291 | prec0:0.4183 | prec1:0.4260 | prec2:0.4461 | recall0:0.4570  | recall1:0.4269 | recall2:0.4029
Epoch:36 | loss:0.09 | acc:0.4196 | prec0:0.4288 | prec1:0.4152 | prec2:0.4161 | recall0:0.3856  | recall1:0.4150 | recall2:0.4591
Epoch:37 | loss:0.09 | acc:0.4214 | prec0:0.4195 | prec1:0.4078 | prec2:0.4418 | recall0:0.4228  | recall1:0.4597 | recall2:0.3808
Epoch:38 | loss:0.09 | acc:0.4220 | prec0:0.4266 | prec1:0.4163 | prec2:0.4237 | recall0:0.3852  | recall1:0.4299 | recall2:0.4515
Epoch:39 | loss:0.17 | acc:0.4271 | prec0:0.4090 | prec1:0.4243 | prec2:0.4602 | recall0:0.4723  | recall1:0.4649 | recall2:0.3425
Epoch:40 | loss:0.07 | acc:0.4216 | prec0:0.4300 | prec1:0.4100 | prec2:0.4268 | recall0:0.4101  | recall1:0.4489 | recall2:0.4055
Epoch:41 | loss:0.00 | acc:0.4215 | prec0:0.4137 | prec1:0.4188 | prec2:0.4343 | recall0:0.4522  | recall1:0.4210 | recall2:0.3907
Epoch:42 | loss:0.02 | acc:0.4253 | prec0:0.4094 | prec1:0.4236 | prec2:0.4513 | recall0:0.4994  | recall1:0.4039 | recall2:0.3713
Epoch:43 | loss:0.14 | acc:0.4289 | prec0:0.4221 | prec1:0.4271 | prec2:0.4376 | recall0:0.4343  | recall1:0.4072 | recall2:0.4455
Epoch:44 | loss:0.12 | acc:0.4214 | prec0:0.4501 | prec1:0.4178 | prec2:0.4092 | recall0:0.3037  | recall1:0.4243 | recall2:0.5386
Epoch:45 | loss:0.05 | acc:0.4290 | prec0:0.4287 | prec1:0.4239 | prec2:0.4359 | recall0:0.4339  | recall1:0.4682 | recall2:0.3839
Epoch:46 | loss:0.27 | acc:0.4198 | prec0:0.4258 | prec1:0.3944 | prec2:0.4559 | recall0:0.3692  | recall1:0.5232 | recall2:0.3656
