Epoch: 0 | loss:1.22 | acc:0.4051 | prec0:0.4107 | prec1:0.3705 | prec2:0.4739 | recall0:0.2547  | recall1:0.6011 | recall2:0.3613
Epoch: 1 | loss:1.07 | acc:0.4299 | prec0:0.4457 | prec1:0.4446 | prec2:0.4184 | recall0:0.2599  | recall1:0.3139 | recall2:0.7163
Epoch: 2 | loss:1.01 | acc:0.4315 | prec0:0.4985 | prec1:0.3959 | prec2:0.4616 | recall0:0.1827  | recall1:0.6293 | recall2:0.4846
Epoch: 3 | loss:0.95 | acc:0.4442 | prec0:0.4260 | prec1:0.4278 | prec2:0.4860 | recall0:0.5268  | recall1:0.3749 | recall2:0.4303
Epoch: 4 | loss:0.86 | acc:0.4662 | prec0:0.4893 | prec1:0.4384 | prec2:0.4799 | recall0:0.3318  | recall1:0.5040 | recall2:0.5637
Epoch: 5 | loss:1.16 | acc:0.4575 | prec0:0.4305 | prec1:0.4415 | prec2:0.5203 | recall0:0.5667  | recall1:0.3922 | recall2:0.4127
Epoch: 6 | loss:0.88 | acc:0.4697 | prec0:0.4574 | prec1:0.4494 | prec2:0.5139 | recall0:0.5045  | recall1:0.4893 | recall2:0.4153
Epoch: 7 | loss:0.95 | acc:0.4753 | prec0:0.4820 | prec1:0.4391 | prec2:0.5227 | recall0:0.4135  | recall1:0.5645 | recall2:0.4487
Epoch: 8 | loss:0.79 | acc:0.4802 | prec0:0.4638 | prec1:0.4860 | prec2:0.4924 | recall0:0.4944  | recall1:0.4513 | recall2:0.4948
Epoch: 9 | loss:0.86 | acc:0.4914 | prec0:0.4712 | prec1:0.4751 | prec2:0.5327 | recall0:0.5377  | recall1:0.4422 | recall2:0.4940
Epoch:10 | loss:0.61 | acc:0.4908 | prec0:0.4854 | prec1:0.4701 | prec2:0.5165 | recall0:0.4657  | recall1:0.4799 | recall2:0.5270
Epoch:11 | loss:0.77 | acc:0.4937 | prec0:0.4860 | prec1:0.4694 | prec2:0.5311 | recall0:0.4866  | recall1:0.5111 | recall2:0.4835
Epoch:12 | loss:0.53 | acc:0.4978 | prec0:0.5446 | prec1:0.4523 | prec2:0.5317 | recall0:0.3527  | recall1:0.6304 | recall2:0.5116
Epoch:13 | loss:0.65 | acc:0.5013 | prec0:0.4740 | prec1:0.5052 | prec2:0.5288 | recall0:0.5362  | recall1:0.4347 | recall2:0.5326
