Epoch: 0 | loss:1.15 | acc:0.4340 | prec0:0.4174 | prec1:0.4143 | prec2:0.4690 | recall0:0.3367  | recall1:0.4861 | recall2:0.4807
Epoch: 1 | loss:0.92 | acc:0.4580 | prec0:0.4292 | prec1:0.4563 | prec2:0.4923 | recall0:0.4306  | recall1:0.5044 | recall2:0.4402
Epoch: 2 | loss:0.82 | acc:0.4682 | prec0:0.4637 | prec1:0.4319 | prec2:0.5174 | recall0:0.4313  | recall1:0.5002 | recall2:0.4740
Epoch: 3 | loss:1.00 | acc:0.5027 | prec0:0.4870 | prec1:0.4881 | prec2:0.5334 | recall0:0.5134  | recall1:0.4685 | recall2:0.5252
Epoch: 4 | loss:0.69 | acc:0.5021 | prec0:0.4691 | prec1:0.4946 | prec2:0.5561 | recall0:0.5601  | recall1:0.4685 | recall2:0.4766
Epoch: 5 | loss:0.97 | acc:0.4936 | prec0:0.5162 | prec1:0.4604 | prec2:0.5108 | recall0:0.4781  | recall1:0.5281 | recall2:0.4755
Epoch: 6 | loss:0.70 | acc:0.5129 | prec0:0.4711 | prec1:0.5011 | prec2:0.6025 | recall0:0.6596  | recall1:0.4185 | recall2:0.4581
Epoch: 7 | loss:0.57 | acc:0.5340 | prec0:0.5415 | prec1:0.5088 | prec2:0.5533 | recall0:0.5134  | recall1:0.5418 | recall2:0.5471
Epoch: 8 | loss:0.84 | acc:0.5308 | prec0:0.5751 | prec1:0.4784 | prec2:0.5665 | recall0:0.4462  | recall1:0.6300 | recall2:0.5189
Epoch: 9 | loss:0.59 | acc:0.5414 | prec0:0.5095 | prec1:0.5368 | prec2:0.5954 | recall0:0.6340  | recall1:0.5063 | recall2:0.4829
Epoch:10 | loss:0.46 | acc:0.5422 | prec0:0.5096 | prec1:0.5335 | prec2:0.6027 | recall0:0.6195  | recall1:0.5296 | recall2:0.4770
Epoch:11 | loss:0.54 | acc:0.5488 | prec0:0.5445 | prec1:0.5262 | prec2:0.5780 | recall0:0.5791  | recall1:0.5361 | recall2:0.5308
Epoch:12 | loss:0.28 | acc:0.5506 | prec0:0.5670 | prec1:0.5433 | prec2:0.5433 | recall0:0.5215  | recall1:0.5265 | recall2:0.6032
Epoch:13 | loss:0.37 | acc:0.5423 | prec0:0.5672 | prec1:0.5296 | prec2:0.5355 | recall0:0.4636  | recall1:0.5330 | recall2:0.6299
