Epoch: 0 | loss:1.12 | acc:0.4213 | prec0:0.3802 | prec1:0.4601 | prec2:0.4806 | recall0:0.6438  | recall1:0.1751 | recall2:0.4511
Epoch: 1 | loss:1.05 | acc:0.4627 | prec0:0.4253 | prec1:0.4923 | prec2:0.4919 | recall0:0.5610  | recall1:0.3165 | recall2:0.5152
Epoch: 2 | loss:1.13 | acc:0.5019 | prec0:0.5112 | prec1:0.5087 | prec2:0.4914 | recall0:0.4116  | recall1:0.4513 | recall2:0.6475
Epoch: 3 | loss:0.92 | acc:0.5127 | prec0:0.6144 | prec1:0.4530 | prec2:0.5687 | recall0:0.3139  | recall1:0.7326 | recall2:0.4860
Epoch: 4 | loss:0.79 | acc:0.5324 | prec0:0.5128 | prec1:0.5231 | prec2:0.5698 | recall0:0.5397  | recall1:0.5718 | recall2:0.4837
Epoch: 5 | loss:0.87 | acc:0.5304 | prec0:0.5166 | prec1:0.5240 | prec2:0.5518 | recall0:0.5419  | recall1:0.5029 | recall2:0.5474
Epoch: 6 | loss:1.00 | acc:0.5347 | prec0:0.5420 | prec1:0.5186 | prec2:0.5463 | recall0:0.5288  | recall1:0.5623 | recall2:0.5117
Epoch: 7 | loss:0.90 | acc:0.5694 | prec0:0.5698 | prec1:0.6023 | prec2:0.5443 | recall0:0.5199  | recall1:0.5271 | recall2:0.6644
Epoch: 8 | loss:0.57 | acc:0.5674 | prec0:0.5582 | prec1:0.5803 | prec2:0.5642 | recall0:0.5442  | recall1:0.5414 | recall2:0.6183
Epoch: 9 | loss:0.39 | acc:0.5769 | prec0:0.6170 | prec1:0.5633 | prec2:0.5611 | recall0:0.4959  | recall1:0.5897 | recall2:0.6463
Epoch:10 | loss:0.45 | acc:0.5754 | prec0:0.5712 | prec1:0.5654 | prec2:0.5911 | recall0:0.5592  | recall1:0.5938 | recall2:0.5727
Epoch:11 | loss:0.59 | acc:0.5806 | prec0:0.5735 | prec1:0.5883 | prec2:0.5805 | recall0:0.5801  | recall1:0.5542 | recall2:0.6087
Epoch:12 | loss:0.45 | acc:0.5847 | prec0:0.5610 | prec1:0.5786 | prec2:0.6241 | recall0:0.6270  | recall1:0.5905 | recall2:0.5355
Epoch:13 | loss:0.26 | acc:0.5961 | prec0:0.5896 | prec1:0.5903 | prec2:0.6098 | recall0:0.6101  | recall1:0.5952 | recall2:0.5827
Epoch:14 | loss:0.67 | acc:0.5836 | prec0:0.5716 | prec1:0.5937 | prec2:0.5854 | recall0:0.5618  | recall1:0.5758 | recall2:0.6141
Epoch:15 | loss:1.19 | acc:0.5822 | prec0:0.5834 | prec1:0.5957 | prec2:0.5701 | recall0:0.5318  | recall1:0.5542 | recall2:0.6632
Epoch:16 | loss:0.91 | acc:0.5876 | prec0:0.5561 | prec1:0.6098 | prec2:0.6014 | recall0:0.6034  | recall1:0.5553 | recall2:0.6053
Epoch:17 | loss:0.29 | acc:0.5941 | prec0:0.5945 | prec1:0.5851 | prec2:0.6036 | recall0:0.5596  | recall1:0.6147 | recall2:0.6080
Epoch:18 | loss:0.54 | acc:0.6005 | prec0:0.5969 | prec1:0.5987 | prec2:0.6058 | recall0:0.6034  | recall1:0.5788 | recall2:0.6203
Epoch:19 | loss:0.23 | acc:0.5951 | prec0:0.5785 | prec1:0.6132 | prec2:0.5948 | recall0:0.5948  | recall1:0.5744 | recall2:0.6172
Epoch:20 | loss:0.17 | acc:0.5900 | prec0:0.6094 | prec1:0.6043 | prec2:0.5632 | recall0:0.5434  | recall1:0.5623 | recall2:0.6667
Epoch:21 | loss:0.24 | acc:0.5990 | prec0:0.6091 | prec1:0.5993 | prec2:0.5902 | recall0:0.5543  | recall1:0.5912 | recall2:0.6529
Epoch:22 | loss:0.20 | acc:0.5941 | prec0:0.6092 | prec1:0.5874 | prec2:0.5882 | recall0:0.5401  | recall1:0.6205 | recall2:0.6218
Epoch:23 | loss:0.03 | acc:0.6005 | prec0:0.5856 | prec1:0.5951 | prec2:0.6241 | recall0:0.6161  | recall1:0.6088 | recall2:0.5758
Epoch:24 | loss:0.08 | acc:0.6087 | prec0:0.5962 | prec1:0.5980 | prec2:0.6361 | recall0:0.6045  | recall1:0.6403 | recall2:0.5800
Epoch:25 | loss:0.03 | acc:0.6100 | prec0:0.5987 | prec1:0.6112 | prec2:0.6204 | recall0:0.6056  | recall1:0.6011 | recall2:0.6237
Epoch:26 | loss:0.47 | acc:0.6047 | prec0:0.6129 | prec1:0.5913 | prec2:0.6112 | recall0:0.5745  | recall1:0.6106 | recall2:0.6295
Epoch:27 | loss:0.08 | acc:0.6021 | prec0:0.5981 | prec1:0.6027 | prec2:0.6054 | recall0:0.5903  | recall1:0.5879 | recall2:0.6291
Epoch:28 | loss:0.17 | acc:0.6037 | prec0:0.6120 | prec1:0.5815 | prec2:0.6216 | recall0:0.5742  | recall1:0.6326 | recall2:0.6038
Epoch:29 | loss:0.10 | acc:0.6052 | prec0:0.5904 | prec1:0.5978 | prec2:0.6308 | recall0:0.6150  | recall1:0.6136 | recall2:0.5865
Epoch:30 | loss:0.33 | acc:0.6001 | prec0:0.5868 | prec1:0.6120 | prec2:0.6015 | recall0:0.5846  | recall1:0.5923 | recall2:0.6241
Epoch:31 | loss:0.55 | acc:0.5896 | prec0:0.6184 | prec1:0.5785 | prec2:0.5784 | recall0:0.5184  | recall1:0.6088 | recall2:0.6425
