Epoch: 0 | loss:1.05 | acc:0.3960 | prec0:0.3663 | prec1:0.3846 | prec2:0.4529 | recall0:0.7146  | recall1:0.0113 | recall2:0.4597
Epoch: 1 | loss:1.13 | acc:0.4180 | prec0:0.4035 | prec1:0.4211 | prec2:0.4286 | recall0:0.4959  | recall1:0.0543 | recall2:0.6995
Epoch: 2 | loss:0.98 | acc:0.4201 | prec0:0.3776 | prec1:0.4395 | prec2:0.5858 | recall0:0.7356  | recall1:0.2779 | recall2:0.2477
Epoch: 3 | loss:1.07 | acc:0.4557 | prec0:0.4826 | prec1:0.4592 | prec2:0.4446 | recall0:0.2813  | recall1:0.3563 | recall2:0.7267
Epoch: 4 | loss:1.33 | acc:0.4683 | prec0:0.4301 | prec1:0.4980 | prec2:0.5078 | recall0:0.6257  | recall1:0.2847 | recall2:0.4935
Epoch: 5 | loss:0.84 | acc:0.4731 | prec0:0.5226 | prec1:0.4288 | prec2:0.5141 | recall0:0.2734  | recall1:0.6452 | recall2:0.5013
Epoch: 6 | loss:0.90 | acc:0.5034 | prec0:0.4998 | prec1:0.5089 | prec2:0.5025 | recall0:0.4906  | recall1:0.4317 | recall2:0.5868
Epoch: 7 | loss:0.76 | acc:0.4967 | prec0:0.4726 | prec1:0.5054 | prec2:0.5182 | recall0:0.5634  | recall1:0.4084 | recall2:0.5177
Epoch: 8 | loss:0.95 | acc:0.5019 | prec0:0.5017 | prec1:0.4664 | prec2:0.5483 | recall0:0.4362  | recall1:0.5656 | recall2:0.5043
Epoch: 9 | loss:0.79 | acc:0.5084 | prec0:0.5239 | prec1:0.5057 | prec2:0.5010 | recall0:0.4021  | recall1:0.4985 | recall2:0.6237
Epoch:10 | loss:0.50 | acc:0.5212 | prec0:0.5191 | prec1:0.5173 | prec2:0.5265 | recall0:0.5008  | recall1:0.5004 | recall2:0.5619
Epoch:11 | loss:0.80 | acc:0.5223 | prec0:0.5017 | prec1:0.5350 | prec2:0.5339 | recall0:0.5574  | recall1:0.4321 | recall2:0.5764
Epoch:12 | loss:0.45 | acc:0.5308 | prec0:0.5265 | prec1:0.5018 | prec2:0.5643 | recall0:0.5180  | recall1:0.5124 | recall2:0.5615
Epoch:13 | loss:0.37 | acc:0.5263 | prec0:0.5174 | prec1:0.4951 | prec2:0.5751 | recall0:0.5124  | recall1:0.5569 | recall2:0.5099
Epoch:14 | loss:0.23 | acc:0.5392 | prec0:0.5291 | prec1:0.5243 | prec2:0.5657 | recall0:0.5210  | recall1:0.5573 | recall2:0.5392
Epoch:15 | loss:0.27 | acc:0.5263 | prec0:0.5028 | prec1:0.5181 | prec2:0.5632 | recall0:0.5446  | recall1:0.5241 | recall2:0.5102
Epoch:16 | loss:0.58 | acc:0.5322 | prec0:0.5290 | prec1:0.5335 | prec2:0.5340 | recall0:0.5308  | recall1:0.4713 | recall2:0.5935
Epoch:17 | loss:0.40 | acc:0.5298 | prec0:0.5399 | prec1:0.5108 | prec2:0.5402 | recall0:0.4741  | recall1:0.5434 | recall2:0.5716
Epoch:18 | loss:0.44 | acc:0.5290 | prec0:0.5035 | prec1:0.4963 | prec2:0.6237 | recall0:0.5953  | recall1:0.5569 | recall2:0.4358
Epoch:19 | loss:0.36 | acc:0.5397 | prec0:0.5264 | prec1:0.5252 | prec2:0.5676 | recall0:0.5544  | recall1:0.5038 | recall2:0.5604
Epoch:20 | loss:0.38 | acc:0.5369 | prec0:0.5540 | prec1:0.5000 | prec2:0.5692 | recall0:0.4696  | recall1:0.6109 | recall2:0.5307
Epoch:21 | loss:0.11 | acc:0.5384 | prec0:0.5271 | prec1:0.5113 | prec2:0.5824 | recall0:0.5210  | recall1:0.5607 | recall2:0.5337
Epoch:22 | loss:0.14 | acc:0.5449 | prec0:0.5507 | prec1:0.5264 | prec2:0.5577 | recall0:0.5034  | recall1:0.5419 | recall2:0.5891
Epoch:23 | loss:0.03 | acc:0.5500 | prec0:0.5420 | prec1:0.5286 | prec2:0.5802 | recall0:0.5544  | recall1:0.5302 | recall2:0.5653
Epoch:24 | loss:0.74 | acc:0.5410 | prec0:0.5139 | prec1:0.5267 | prec2:0.5951 | recall0:0.6039  | recall1:0.5177 | recall2:0.5017
Epoch:25 | loss:0.38 | acc:0.5444 | prec0:0.5353 | prec1:0.5445 | prec2:0.5522 | recall0:0.5146  | recall1:0.5102 | recall2:0.6077
Epoch:26 | loss:2.65 | acc:0.5384 | prec0:0.5226 | prec1:0.5336 | prec2:0.5598 | recall0:0.5638  | recall1:0.4940 | recall2:0.5571
Epoch:27 | loss:0.52 | acc:0.5337 | prec0:0.5281 | prec1:0.5116 | prec2:0.5630 | recall0:0.5008  | recall1:0.5505 | recall2:0.5496
Epoch:28 | loss:0.64 | acc:0.5405 | prec0:0.5537 | prec1:0.5253 | prec2:0.5443 | recall0:0.4715  | recall1:0.5396 | recall2:0.6099
Epoch:29 | loss:0.64 | acc:0.5456 | prec0:0.5297 | prec1:0.5347 | prec2:0.5746 | recall0:0.5551  | recall1:0.5377 | recall2:0.5441
Epoch:30 | loss:0.40 | acc:0.5520 | prec0:0.5550 | prec1:0.5346 | prec2:0.5670 | recall0:0.5465  | recall1:0.5505 | recall2:0.5589
Epoch:31 | loss:0.25 | acc:0.5490 | prec0:0.5384 | prec1:0.5325 | prec2:0.5772 | recall0:0.5255  | recall1:0.5615 | recall2:0.5601
Epoch:32 | loss:0.04 | acc:0.5578 | prec0:0.5523 | prec1:0.5509 | prec2:0.5689 | recall0:0.5293  | recall1:0.5388 | recall2:0.6047
Epoch:33 | loss:0.56 | acc:0.5520 | prec0:0.5448 | prec1:0.5318 | prec2:0.5812 | recall0:0.5518  | recall1:0.5494 | recall2:0.5549
Epoch:34 | loss:0.35 | acc:0.5561 | prec0:0.5625 | prec1:0.5402 | prec2:0.5665 | recall0:0.5064  | recall1:0.5679 | recall2:0.5939
Epoch:35 | loss:0.15 | acc:0.5546 | prec0:0.5441 | prec1:0.5247 | prec2:0.6048 | recall0:0.5555  | recall1:0.5841 | recall2:0.5247
Epoch:36 | loss:0.12 | acc:0.5514 | prec0:0.5530 | prec1:0.5300 | prec2:0.5715 | recall0:0.4914  | recall1:0.5637 | recall2:0.5987
Epoch:37 | loss:0.74 | acc:0.5508 | prec0:0.5417 | prec1:0.5221 | prec2:0.5918 | recall0:0.5405  | recall1:0.5520 | recall2:0.5597
Epoch:38 | loss:0.32 | acc:0.5533 | prec0:0.5525 | prec1:0.5521 | prec2:0.5549 | recall0:0.5368  | recall1:0.5136 | recall2:0.6088
Epoch:39 | loss:0.19 | acc:0.5434 | prec0:0.5185 | prec1:0.5364 | prec2:0.5797 | recall0:0.5735  | recall1:0.5143 | recall2:0.5422
Epoch:40 | loss:0.31 | acc:0.5501 | prec0:0.5324 | prec1:0.5383 | prec2:0.5808 | recall0:0.5461  | recall1:0.5400 | recall2:0.5642
Epoch:41 | loss:0.31 | acc:0.5535 | prec0:0.5690 | prec1:0.5426 | prec2:0.5513 | recall0:0.4921  | recall1:0.5400 | recall2:0.6277
Epoch:42 | loss:0.31 | acc:0.5564 | prec0:0.5504 | prec1:0.5291 | prec2:0.5931 | recall0:0.5446  | recall1:0.5656 | recall2:0.5589
Epoch:43 | loss:0.54 | acc:0.5473 | prec0:0.5435 | prec1:0.5224 | prec2:0.5797 | recall0:0.5529  | recall1:0.5547 | recall2:0.5344
Epoch:44 | loss:0.19 | acc:0.5565 | prec0:0.5663 | prec1:0.5357 | prec2:0.5679 | recall0:0.5221  | recall1:0.5483 | recall2:0.5987
Epoch:45 | loss:0.22 | acc:0.5556 | prec0:0.5679 | prec1:0.5263 | prec2:0.5766 | recall0:0.5034  | recall1:0.5811 | recall2:0.5824
Epoch:46 | loss:0.14 | acc:0.5450 | prec0:0.5362 | prec1:0.5245 | prec2:0.5769 | recall0:0.5300  | recall1:0.5600 | recall2:0.5452
Epoch:47 | loss:0.06 | acc:0.5525 | prec0:0.5288 | prec1:0.5607 | prec2:0.5711 | recall0:0.5829  | recall1:0.4947 | recall2:0.5794
Epoch:48 | loss:0.18 | acc:0.5588 | prec0:0.5427 | prec1:0.5567 | prec2:0.5762 | recall0:0.5488  | recall1:0.5309 | recall2:0.5961
Epoch:49 | loss:0.07 | acc:0.5489 | prec0:0.5260 | prec1:0.5592 | prec2:0.5646 | recall0:0.5795  | recall1:0.4860 | recall2:0.5805
Epoch:50 | loss:0.33 | acc:0.5424 | prec0:0.5305 | prec1:0.5460 | prec2:0.5510 | recall0:0.5480  | recall1:0.5079 | recall2:0.5708
Epoch:51 | loss:0.21 | acc:0.5402 | prec0:0.5358 | prec1:0.5384 | prec2:0.5452 | recall0:0.5083  | recall1:0.4917 | recall2:0.6196
Epoch:52 | loss:0.18 | acc:0.5499 | prec0:0.5402 | prec1:0.5277 | prec2:0.5858 | recall0:0.5469  | recall1:0.5633 | recall2:0.5396
Epoch:53 | loss:0.15 | acc:0.5549 | prec0:0.5625 | prec1:0.5385 | prec2:0.5651 | recall0:0.5049  | recall1:0.5750 | recall2:0.5846
Epoch:54 | loss:0.01 | acc:0.5510 | prec0:0.5376 | prec1:0.5382 | prec2:0.5780 | recall0:0.5338  | recall1:0.5554 | recall2:0.5638
Epoch:55 | loss:0.01 | acc:0.5461 | prec0:0.5321 | prec1:0.5291 | prec2:0.5787 | recall0:0.5499  | recall1:0.5317 | recall2:0.5567
