loading dataset GAF_MTF_48.pickle ....
loading model ...
start training ...
Epoch:0 | loss:1.07 | acc:0.4305
Epoch:1 | loss:1.16 | acc:0.4778
Epoch:2 | loss:1.17 | acc:0.5027
Epoch:3 | loss:1.04 | acc:0.5076
Epoch:4 | loss:1.07 | acc:0.5274
Epoch:5 | loss:0.80 | acc:0.5419
Epoch:6 | loss:1.42 | acc:0.5430
Epoch:7 | loss:0.62 | acc:0.5675
Epoch:8 | loss:0.48 | acc:0.5796
Epoch:9 | loss:0.61 | acc:0.5781
Epoch:10 | loss:0.49 | acc:0.5775
Epoch:11 | loss:1.64 | acc:0.5659
Epoch:12 | loss:0.13 | acc:0.5952
Epoch:13 | loss:0.70 | acc:0.5880
Epoch:14 | loss:0.39 | acc:0.5917
Epoch:15 | loss:0.30 | acc:0.5937
Epoch:20 | loss:0.31 | acc:0.6057
Epoch:25 | loss:0.32 | acc:0.6026
Epoch:30 | loss:0.47 | acc:0.6107
Epoch:35 | loss:0.19 | acc:0.6073
Epoch:40 | loss:0.70 | acc:0.6093
Epoch:45 | loss:0.07 | acc:0.6128
Epoch:50 | loss:0.21 | acc:0.6221
Epoch:55 | loss:0.23 | acc:0.6096
Epoch:60 | loss:0.01 | acc:0.6130
Epoch:65 | loss:0.30 | acc:0.6132
Epoch:70 | loss:0.12 | acc:0.6201
Epoch:75 | loss:0.01 | acc:0.6122
Epoch:80 | loss:0.14 | acc:0.6058
Epoch:85 | loss:0.10 | acc:0.6127
Epoch:90 | loss:0.09 | acc:0.6095
Epoch:95 | loss:0.39 | acc:0.6227
Epoch:100 | loss:0.02 | acc:0.6228
