Epoch: 0 | loss:1.00 | acc:0.4203 | prec0:0.4363 | prec1:0.4154 | prec2:0.4201 | recall0:0.1508  | recall1:0.4432 | recall2:0.6670
Epoch: 1 | loss:0.98 | acc:0.4567 | prec0:0.4664 | prec1:0.4359 | prec2:0.4715 | recall0:0.2846  | recall1:0.5019 | recall2:0.5834
Epoch: 2 | loss:1.16 | acc:0.4758 | prec0:0.4460 | prec1:0.5209 | prec2:0.4785 | recall0:0.5030  | recall1:0.3466 | recall2:0.5797
Epoch: 3 | loss:0.84 | acc:0.4981 | prec0:0.4699 | prec1:0.5014 | prec2:0.5315 | recall0:0.5759  | recall1:0.4134 | recall2:0.5058
Epoch: 4 | loss:0.63 | acc:0.5154 | prec0:0.5117 | prec1:0.5000 | prec2:0.5339 | recall0:0.4620  | recall1:0.5175 | recall2:0.5669
Epoch: 5 | loss:0.70 | acc:0.5257 | prec0:0.5471 | prec1:0.4995 | prec2:0.5392 | recall0:0.4586  | recall1:0.5892 | recall2:0.5284
Epoch: 6 | loss:0.51 | acc:0.5294 | prec0:0.5095 | prec1:0.5393 | prec2:0.5394 | recall0:0.5120  | recall1:0.4840 | recall2:0.5928
Epoch: 7 | loss:0.87 | acc:0.5370 | prec0:0.5483 | prec1:0.5347 | prec2:0.5314 | recall0:0.4398  | recall1:0.5494 | recall2:0.6218
Epoch: 8 | loss:0.51 | acc:0.5468 | prec0:0.5456 | prec1:0.5639 | prec2:0.5342 | recall0:0.5282  | recall1:0.5015 | recall2:0.6113
Epoch: 9 | loss:0.47 | acc:0.5489 | prec0:0.5500 | prec1:0.5686 | prec2:0.5330 | recall0:0.5169  | recall1:0.5033 | recall2:0.6271
Epoch:10 | loss:0.35 | acc:0.5628 | prec0:0.5539 | prec1:0.5490 | prec2:0.5868 | recall0:0.5293  | recall1:0.5884 | recall2:0.5702
Epoch:11 | loss:0.20 | acc:0.5471 | prec0:0.5218 | prec1:0.5595 | prec2:0.5616 | recall0:0.5447  | recall1:0.5256 | recall2:0.5714
Epoch:12 | loss:0.29 | acc:0.5563 | prec0:0.5280 | prec1:0.5488 | prec2:0.6000 | recall0:0.5883  | recall1:0.5449 | recall2:0.5356
Epoch:13 | loss:0.29 | acc:0.5679 | prec0:0.5458 | prec1:0.5520 | prec2:0.6123 | recall0:0.5850  | recall1:0.5654 | recall2:0.5533
Epoch:14 | loss:0.21 | acc:0.5684 | prec0:0.5251 | prec1:0.6004 | prec2:0.5939 | recall0:0.6259  | recall1:0.4822 | recall2:0.5981
Epoch:15 | loss:0.03 | acc:0.5598 | prec0:0.5515 | prec1:0.5493 | prec2:0.5794 | recall0:0.5417  | recall1:0.5728 | recall2:0.5646
Epoch:16 | loss:0.27 | acc:0.5683 | prec0:0.5551 | prec1:0.5713 | prec2:0.5777 | recall0:0.5508  | recall1:0.5357 | recall2:0.6188
Epoch:17 | loss:0.37 | acc:0.5727 | prec0:0.5584 | prec1:0.5857 | prec2:0.5749 | recall0:0.5485  | recall1:0.5230 | recall2:0.6475
Epoch:18 | loss:0.33 | acc:0.5699 | prec0:0.5706 | prec1:0.5504 | prec2:0.5923 | recall0:0.5075  | recall1:0.6252 | recall2:0.5763
Epoch:19 | loss:0.03 | acc:0.5693 | prec0:0.5521 | prec1:0.5959 | prec2:0.5639 | recall0:0.5680  | recall1:0.5204 | recall2:0.6200
Epoch:20 | loss:0.38 | acc:0.5668 | prec0:0.5393 | prec1:0.6148 | prec2:0.5605 | recall0:0.5955  | recall1:0.4714 | recall2:0.6347
Epoch:21 | loss:0.77 | acc:0.5695 | prec0:0.5341 | prec1:0.5880 | prec2:0.5964 | recall0:0.6301  | recall1:0.5163 | recall2:0.5627
Epoch:22 | loss:0.09 | acc:0.5669 | prec0:0.5387 | prec1:0.5630 | prec2:0.6046 | recall0:0.5831  | recall1:0.5658 | recall2:0.5518
Epoch:23 | loss:0.30 | acc:0.5752 | prec0:0.5856 | prec1:0.5726 | prec2:0.5694 | recall0:0.5143  | recall1:0.5814 | recall2:0.6301
Epoch:24 | loss:0.25 | acc:0.5698 | prec0:0.5586 | prec1:0.5690 | prec2:0.5814 | recall0:0.5504  | recall1:0.5713 | recall2:0.5876
Epoch:25 | loss:0.22 | acc:0.5811 | prec0:0.5750 | prec1:0.5644 | prec2:0.6054 | recall0:0.5549  | recall1:0.5944 | recall2:0.5940
Epoch:26 | loss:0.21 | acc:0.5703 | prec0:0.5618 | prec1:0.5651 | prec2:0.5838 | recall0:0.5447  | recall1:0.5836 | recall2:0.5823
Epoch:27 | loss:0.05 | acc:0.5799 | prec0:0.5411 | prec1:0.5964 | prec2:0.6128 | recall0:0.6365  | recall1:0.5308 | recall2:0.5729
Epoch:28 | loss:0.12 | acc:0.5809 | prec0:0.5924 | prec1:0.5718 | prec2:0.5803 | recall0:0.5256  | recall1:0.5988 | recall2:0.6181
Epoch:29 | loss:0.31 | acc:0.5732 | prec0:0.5710 | prec1:0.5860 | prec2:0.5649 | recall0:0.5594  | recall1:0.5264 | recall2:0.6347
Epoch:30 | loss:0.20 | acc:0.5785 | prec0:0.5494 | prec1:0.5887 | prec2:0.6029 | recall0:0.6109  | recall1:0.5684 | recall2:0.5563
Epoch:31 | loss:0.01 | acc:0.5841 | prec0:0.5860 | prec1:0.5731 | prec2:0.5939 | recall0:0.5481  | recall1:0.6025 | recall2:0.6015
