Epoch: 0 | loss:0.97 | acc:0.3833 | prec0:0.3522 | prec1:0.4240 | prec2:0.5323 | recall0:0.8355  | recall1:0.0877 | recall2:0.2329
Epoch: 1 | loss:0.98 | acc:0.4456 | prec0:0.5153 | prec1:0.4115 | prec2:0.4761 | recall0:0.1147  | recall1:0.6297 | recall2:0.5885
Epoch: 2 | loss:1.28 | acc:0.4685 | prec0:0.4232 | prec1:0.4818 | prec2:0.4998 | recall0:0.4336  | recall1:0.4262 | recall2:0.5463
Epoch: 3 | loss:0.83 | acc:0.4832 | prec0:0.4253 | prec1:0.5228 | prec2:0.5378 | recall0:0.5842  | recall1:0.3563 | recall2:0.5117
Epoch: 4 | loss:1.04 | acc:0.5067 | prec0:0.4858 | prec1:0.5042 | prec2:0.5259 | recall0:0.4706  | recall1:0.4395 | recall2:0.6112
Epoch: 5 | loss:1.62 | acc:0.5049 | prec0:0.6188 | prec1:0.4965 | prec2:0.4836 | recall0:0.2260  | recall1:0.5716 | recall2:0.7155
Epoch: 6 | loss:0.71 | acc:0.5269 | prec0:0.4989 | prec1:0.5151 | prec2:0.5703 | recall0:0.4958  | recall1:0.5494 | recall2:0.5350
Epoch: 7 | loss:0.78 | acc:0.5380 | prec0:0.4876 | prec1:0.5661 | prec2:0.5793 | recall0:0.6034  | recall1:0.4754 | recall2:0.5365
Epoch: 8 | loss:0.72 | acc:0.5566 | prec0:0.5259 | prec1:0.5937 | prec2:0.5598 | recall0:0.5668  | recall1:0.4628 | recall2:0.6420
Epoch: 9 | loss:0.61 | acc:0.5425 | prec0:0.5138 | prec1:0.5569 | prec2:0.5595 | recall0:0.5487  | recall1:0.5035 | recall2:0.5761
Epoch:10 | loss:0.57 | acc:0.5419 | prec0:0.5327 | prec1:0.5552 | prec2:0.5392 | recall0:0.5109  | recall1:0.4909 | recall2:0.6247
Epoch:11 | loss:1.18 | acc:0.5583 | prec0:0.5427 | prec1:0.5557 | prec2:0.5762 | recall0:0.5419  | recall1:0.5516 | recall2:0.5814
Epoch:12 | loss:0.67 | acc:0.5573 | prec0:0.5600 | prec1:0.5624 | prec2:0.5500 | recall0:0.5408  | recall1:0.5486 | recall2:0.5825
